rank,name,ioc,dob
1827,Linghao Zhang,CHN,2003-02-17
1827,Matei Todoran,ROU,
1827,Sergey Betov,BLR,1987-10-15
1827,Sven Corbinais,FRA,2002-12-05
1827,Tomas Jordi Leston,ARG,
1841,Benjamin Willwerth,USA,
1841,Dorian Tremblay,FRA,2002-02-27
1841,Pietro Pampanin,ITA,2003-01-05
1844,Alan Sau Franco,MEX,2000-11-07
1844,Alessandro Spadola,ITA,2003-03-05
1844,Savva Rybkin,RUS,
1847,Alvaro Jimenez,ESP,
1847,Anas Bennour Dit Sahli,TUN,2006-11-02
1847,Jiri Cizek,CZE,2005-08-21
1847,Mateya Stanisavljevic,SRB,2006-09-19
1847,Sasa Markovic,SRB,2005-11-21
1852,Daniel Jade,FRA,2009-03-16
1852,Ivan Biletic,BIH,2006-10-14
1852,Kazuma Kawachi,JPN,1994-10-11
1852,Loic Namigandet Tenguere,FRA,1998-12-09
1852,Vesa Ahti,FIN,1999-05-31
1857,Alessandro Bellifemine,ITA,2001-06-24
1858,Luca Parenti,ITA,2003-08-10
1858,Parth Aggarwal,IND,1997-12-22
1860,Anthony Susanto,INA,1997-05-23
1860,Sheng Tang,CHN,2000-01-28
1862,Ignasi Forcano,ESP,1999-10-26
1863,Luis Garcia Paez,ESP,2006-01-02
1864,Adria Velazquez Farre,ESP,2009-09-20
1864,Agassi Rusher,USA,
1864,Agustin Salazar,MEX,2004-01-26
1864,Alejandro Moreno,MEX,1990-01-30
1864,Alexis Berquier,FRA,
1864,Andres Urquiola Montellano,BOL,2004-03-17
1864,Artur Aiukhanov,RUS,2006-02-02
1864,Augusto Mateo Lucarelli,ARG,2006-10-10
1864,Batyr Sapaev,UZB,1991-07-24
1864,Birtan Duran,TUR,2004-07-12
1864,Brandon Walkin,GBR,1994-08-16
1864,Bryan Hernandez Cortes,ESP,2006-05-17
1864,Carl Roothman,RSA,2003-01-23
1864,Christoph Gayk,GER,2005-09-21
1864,Cyrus Mahjoob,USA,2005-09-30
1864,Daniil Golubev,RUS,2001-09-20
1864,David Jeanne Grandinot,FRA,2002-08-02
1864,Dawid Wisniewski,POL,
1864,Dingzheng Nima,CHN,2004-03-12
1864,Djordje Sapic,SRB,
1864,Elijah Cham,AUS,
1864,Eric Ahren Moonga,SWE,1995-12-27
1864,Felix Raser,AUT,2009-06-17
1864,Finn Emslie Robson,NZL,2004-08-22
1864,Freddy Murray,IRL,2003-07-21
1864,Gian Durrer,SUI,2004-06-07
1864,Hamza Karmoussi,MAR,
1864,Hanamichi Carvajal,CHI,2002-05-16
1864,Harry Thursfield,GBR,2000-12-30
1864,Henry Ren,CAN,2004-01-27
1864,Ids Waterbolk,NED,2001-03-22
1864,Jack Secord,USA,
1864,Jan Sebesta,SUI,2003-03-05
1864,Jarrod Joyce,AUS,2006-06-29
1864,Jerry Barton,USA,2003-05-21
1864,Joel Meda,CIV,1995-02-08
1864,Juan Francisco Munoz,MEX,2007-08-15
1864,Juan Ignacio Barraza,ARG,2001-03-03
1864,Juan Samuel Arauzo Martinez,ESP,1990-08-22
1864,Juliusz Bienkiewicz,POL,
1864,Karim El Feky,EGY,2001-09-09
1864,Kaspar Mathes,GER,
1864,Kornel Halmos,HUN,2006-03-08
1864,Leevi Saatela,FIN,1995-08-15
1864,Liangxuan Lu,CHN,2010-05-03
1864,Malanqi Du,CHN,2002-08-08
1864,Marcos Castro Fabra,ESP,2007-03-19
1864,Mason Naumovski,AUS,2001-02-03
1864,Matija Pecotic,CRO,1989-07-03
1864,Matthew Carroll,GBR,
1864,Mauricio Schtulmann Gasca,MEX,2008-09-06
1864,Maxim Groysman,USA,
1864,Maxime St Hilaire,CAN,2003-04-28
1864,Maximilian Todorov,GER,1999-08-24
1864,Moein Moazam,IRI,2002-09-27
1864,Motoharu Abe,JPN,2009-02-04
1864,Nathan Anthony Barki,INA,2004-11-11
1864,Nicolas Kobelt,SUI,2004-06-15
1864,Niklas Niggemann,GER,2002-10-21
1864,Noah Martens,BEL,2002-04-06
1864,Oriol Font,ESP,2005-12-21
1864,Peter Benjamin Privara,SVK,2004-08-02
1864,Pietro Gava,BRA,2009-08-02
1864,Pranav Karthik,IND,
1864,Rafael Augusto Garcia Finetto,BRA,2008-02-01
1864,Rajat Shirur,USA,2007-10-12
1864,Ricard Novell,ESP,
1864,Roberto Ferrer Guimaraes,USA,
1864,Roberto Perez Socas,ESP,2008-02-04
1864,Rodrigo Reyna,MEX,1998-05-26
1864,Ryan Torres,PHI,
1864,Samyar Elyasi,IRI,2004-11-18
1864,Sandesh Dattatray Kurale,IND,
1864,Shixun Zhu,CHN,
1864,Thomas Kostka,FRA,2003-05-11
1864,Tighe Brunetti,USA,2003-08-30
1864,Tomas Dummer Macedo,BRA,2008-09-12
1864,Tomas Lanik,SVK,2002-05-16
1864,Tomas Rengel Sierra,ARG,1996-07-03
1864,Vaal Urankar,SLO,2005-06-16
1864,Valdemar Frederik Pape,DEN,2003-09-04
1864,Vasilios Caripi,RSA,1991-09-28
1864,William Zhang,USA,
1864,Woong Bi Lee,KOR,2005-04-11
1864,Woong Chan Lee,KOR,2008-12-19
1864,Xavier Ferrer Mateo,ESP,2006-04-13
1864,Yusuke Yoshikawa,JPN,1994-04-25
1864,Zac Hamill,AUS,2005-06-29
1952,Aadarsh Tripathi,USA,2003-12-05
1952,Aaron James Williams,GER,2003-12-01
1952,Abdulaziz Usmonjonov,UZB,
1952,Alejandro Garcia,ESP,2001-11-19
1952,Alejandro Jacome Jaramillo,ECU,
1952,Alessandro Dragoni,ITA,1997-07-27
1952,Alex Okonkwo,GBR,
1952,Alexander Glomb,GER,
1952,Alexander Gschiel,AUT,2007-06-01
1952,Alexander Petrov,BUL,2001-12-16
1952,Ali Missoum,MAR,2008-08-29
1952,Anes Latifovic,GER,2005-04-11
1952,Arian Barbic,GER,2008-10-05
1952,Arturs Zagars,LAT,
1952,Bader Alabdullah,KUW,2002-03-23
1952,Bogdan Pavel,ROU,1999-06-11
1952,Carlos Zerega,MEX,1995-10-07
1952,Daniel Tazabekov,KAZ,2008-01-08
1952,Dario Alexandru Ciobotaru,ROU,
1952,David Asenov,CAN,
1952,Edward Etty,NED,2001-09-14
1952,Elias Sumann,AUT,2005-11-02
1952,Enrique Collar,ESP,2007-10-30
1952,Fabien Salle,FRA,1999-08-19
1952,Federico Bove,ITA,1998-09-25
1952,Fernando Yamacita,BRA,1997-10-01
1952,Finn Willman,NZL,2007-04-25
1952,Franco Ariel Vazquez,ARG,
1952,Freddie Ridout,GBR,
1952,Gabriel Elicha Navas,ESP,2003-03-04
1952,Gustaf Strom,SWE,2001-09-22
1952,Iker Gaztambide Arrastia,ESP,2004-02-28
1952,Ilya Ignatov,UZB,2005-12-16
1952,Jan Sadzik,POL,2008-04-25
1952,Jerry Roddick,USA,
1952,Jin Peng Tang,CHN,2006-09-09
1952,Jip Van Assendelft,NED,2002-03-09
1952,Joao Antonio,POR,1999-04-30
1952,Jon Gamble,USA,
1952,Jonas Schaer,SUI,2000-06-27
1952,Jordan Lee,USA,2010-05-04
1952,Jose Luis Claro,PER,2003-08-21
1952,Julian Valenzuela,CHI,2007-09-12
1952,Kai An Wu,TPE,2006-09-12
1952,Kai Thompson,HKG,
1952,Kaigaoge Kang,CHN,
1952,Kody Pearson,AUS,1999-07-26
1952,Leonardo Iemmi,ITA,2005-04-23
1952,Leonardo Suarez,BOL,2008-11-11
1952,Lorenzo Balducci,ITA,2007-10-30
1952,Luis Jose Nakamine,PER,2006-04-03
1952,Luka Bojicic Ono,BRA,2005-01-28
1952,Lukas Hellum Lilleengen,NOR,2000-11-15
1952,Manuel Sanchez,MEX,1991-01-05
1952,Marco Migliorati,ITA,2003-10-19
1952,Mark Havlicek,CZE,2003-10-13
1952,Martin Doskocil,CZE,
1952,Martin Maldonado,ECU,
1952,Matic Hribar,SLO,2007-03-06
1952,Mattias Pisanu,ITA,2007-07-13
1952,Maximilian Borisov,BUL,
1952,Maximilian Oezcelik,GER,
1952,Maximus Zavier Wong,SIN,
1952,Mikhail Dubrouski,BLR,
1952,Mikolaj Lorens,POL,2002-01-30
1952,Milos Mikovic,SRB,2005-05-24
1952,Nathan Trouve,FRA,2006-01-03
1952,Nicholas Steiglehner,USA,2004-06-16
1952,Nicolas Baena,PER,2008-01-30
1952,Oliver Johansson,SWE,
1952,Pablo Robledo Hoyos,COL,
1952,Philippe Renard,FRA,
1952,Pierre Ngijol Carre,FRA,
1952,Rafael Segado Esteve,ESP,2006-03-03
1952,Ramiro Amarilla,ARG,2001-09-11
1952,Romeo Arcuschin,ARG,
1952,Ryder Jackson,USA,2005-05-24
1952,Sarp Agabigun,TUR,1997-06-12
1952,Sasha Colleu,FRA,
1952,Sebastian Gorzny,USA,2004-01-24
1952,Seiya Nakanishi,JPN,1996-09-05
1952,Sergio Badini,ITA,2004-11-14
1952,Sergio Ingles Garre,ESP,1999-05-05
1952,Seungmin Park,KOR,2005-11-02
1952,Stephen Slocombe,BAR,2003-03-31
1952,Stylianos Christodoulou,CYP,2004-11-04
1952,Tadija Radovanovic,SRB,2000-04-26
1952,Thomas Gunzinger,SUI,
1952,Thomas Nicholas Gadecki,AUS,2006-01-29
1952,Tim Loosen,GER,2001-06-30
1952,Tim Ruehl,GER,1998-03-31
1952,Tomas Marin,COL,
1952,Tyler Bowers,USA,2002-10-13
1952,Veljko Krstic,SRB,2003-09-18
1952,Victor Barrere,FRA,
1952,Wen Bo Fan,CHN,2007-10-21
1952,Yannik Rahman,USA,
1952,Yshai Oliel,ISR,2000-01-05
1952,Yusuf Khamis,EGY,2000-02-27
1952,Yuya Hirose,JPN,
2052,Adam Gabor Szoke,HUN,2004-04-14
2052,Adam Majchrzak,POL,2005-09-19
2052,Ahmed Zaki,EGY,2005-02-11
2052,Alexander Vikhlyantsev,RUS,2002-09-20
2052,Andre Souza,BRA,2002-12-13
2052,Andres Fernandez Canovas,ESP,1999-03-08
2052,Andres Gabriel Ciurletti,ITA,1998-01-04
2052,Anthony Genov,BUL,2002-03-02
2052,Aron Janos Major,HUN,
2052,Barney Fitzpatrick,GBR,2002-05-04
2052,Benjamin Martin,FRA,2005-05-06
2052,Bjorn Swenson,USA,2003-08-28
2052,Clement Deleersnyder,FRA,2001-11-13
2052,Damir Abdusamadov,UZB,2006-10-20
2052,Daniel Abadia,SGP,2001-09-01
2052,David Cristian Carteputreda,ROU,2007-02-12
2052,Dorian Juszczak,POL,2005-03-11
2052,Enrique Bogo,BRA,1995-07-24
2052,Eyad Reda Ezzat Mohamed Sherif,EGY,2008-01-06
2052,Fabrizio Karol Pio Osti,ITA,2005-09-17
2052,Felipe Assuncao Garla,BRA,1994-06-13
2052,Filip Stidell,SWE,2005-07-24
2052,Filippo Francesco Garbero,ITA,
2052,Flavio Bocci,ITA,
2052,Franco Marini,ARG,
2052,Francois Musitelli,FRA,1998-10-12
2052,Goncalo Marques,POR,2006-01-07
2052,Henrik Villanger,NOR,
2052,Hidde Schoenmakers,NED,
2052,Hugo Hashimoto,USA,2003-03-02
2052,Isaac Lhomond,FRA,
2052,Jakub Vrba,CZE,
2052,Javier Guzman,CHL,
2052,Joao Pedro Didoni Bonini,BRA,2007-08-14
2052,Joao Silva,POR,2007-06-16
2052,Jordi Mas De Ugarte,ESP,1995-07-26
2052,Julius Maximilian Haus,GER,2007-05-23
2052,Kaeri Hernandez Mariona,GUA,2003-02-06
2052,Kase Schinnerer,USA,2006-07-07
2052,Lautaro Rocha,ARG,2007-04-17
2052,Luis Andres Flores Avila,MEX,2008-05-04
2052,Maciej Matuszczyk,POL,2003-07-12
2052,Mathias Bourgue,FRA,1994-01-18
2052,Mohamed Ali Abibsi,ALG,2002-06-29
2052,Niels Peter Van Noord,CAN,2000-04-12
2052,Oscar Pinto Sansano,ESP,2003-05-11
2052,Rethin Pranav Senthil Kumar,IND,
2052,Rhys Lawlor,GBR,2009-02-22
2052,Ryan Haviland,USA,1980-12-12
2052,Sai Karteek Reddy Ganta,IND,2000-06-01
2052,Samuel Stolarik,SVK,2004-06-19
2052,Stefan Menichella,USA,1994-11-21
2052,Tarek Erlewein,GER,2003-04-26
2052,Thanaphat Boosarawongse,THA,2006-02-20
2052,Thomas Drayton,GBR,
2052,Tomas Pinho,POR,2002-07-17
2052,Toru Horie,JPN,1999-05-18
2052,Vicente Monge,PER,2006-08-08
2052,Vincent Dullinger,GER,
2052,Vitaliy Zatsepin,KAZ,2006-03-07
2052,Llan Hediger,SUI,2006-08-28
2113,Adam Heinonen,SWE,2002-08-22
2113,Alejandro Melero Kretzer,ESP,2005-01-01
2113,Alexander Ushakov,RUS,
2113,Aliaksandr Liaonenka,BLR,1999-03-17
2113,Botond Nagy,HUN,
2113,Calin Teodor Stirbu,ROU,2006-03-04
2113,Daniele Minighini,ITA,2004-07-15
2113,Hong Lin Fu,TPE,2001-12-05
2113,Jack Mcgary,USA,2005-07-07
2113,Jan Jermar,CZE,2000-04-12
2113,Jose Freitas,POR,2006-11-07
2113,Marcin Andrzejczak,POL,
2113,Matei Varbanciu,ROU,
2113,Matic Kriznik,SLO,2005-09-03
2113,Mohammad Alkotop,JOR,2005-03-16
2113,Nicolas Rafael Goldberg Alviani,ESP,2002-10-10
2113,Noppadol Noikor,THA,2000-02-06
2113,Norbert Marosik,SVK,2004-02-18
2113,Oswaldo Alejandro Reyes Tirado,MEX,2007-07-15
2113,Patrick Jozwicki,AUT,
2113,Penn Charusorn,THA,2007-12-25
2113,Qiulin Wang,CHN,2002-09-06
2113,Raphael Vaksmann,FRA,
2113,Rein Koenders,NED,
2113,Roan Jones,GBR,2003-10-26
2113,Ruslan Kastsiukevich,BLR,2007-05-25
2113,Saba George Nanobashvili,SWE,2004-11-14
2113,Samuil Konov,BUL,2002-12-07
2113,Santiago Giamichelle,ARG,2003-11-27
2113,Sarthak Suden,IND,
2113,Sean Hess,ARG,2001-04-01
2113,Seonyong Han,KOR,
2113,Weitao Xu,CHN,2005-06-25
2146,Adam Lynch,USA,
2146,Alexandru Toubi Hebhang Balan,CAN,
2146,Andrei Corneliu Gadoiu,ROU,2008-09-05
2146,Cedric Stanke,GER,1998-10-02
2146,Charlie Camus,FRA,2006-10-16
2146,Daniil Piatrouski,BLR,
2146,Dmitrii Vasilev,RUS,2001-05-26
2146,Edoardo De Filippo,ITA,2004-12-02
2146,Elijah Sanogo,FRA,2008-06-30
2146,Glauco Pinheiro Da Cruz Junior,BRA,2005-04-10
2146,Gregorio Biondolillo,ITA,2000-04-03
2146,Jonah Braswell,USA,2004-02-16
2146,Karl Kazuma Lee,USA,2002-11-03
2146,Kyle Seelig,USA,1997-09-17
2146,Lev Seidman,USA,2007-10-24
2146,Ludvig Fredrik Hede,SWE,2007-01-09
2146,Matteo Gribaldo,ITA,
2146,Matteo Mesaglio,ITA,2004-11-26
2146,Matteo Sciahbasi,ITA,2007-04-07
2146,Maxi Carrascosa Diaz,ESP,
2146,Pedro Henrique Chabalgoity,BRA,
2146,Peter Sallay,HUN,2001-01-09
2146,Petr Iamachkine,PER,1996-04-03
2146,Rafael Kis Balazs,HUN,2001-09-13
2146,Ramazan Kaan Oktay,TUR,
2146,Reid Jarvis,USA,
2146,Salvador Monteiro,POR,2008-02-09
2146,Suk Ann,KOR,
2146,Vicente Freda,BRA,2007-05-08
2146,Yuhei Kono,JPN,1995-07-01
2176,Alberto Odiseo Alvarado Berrospi,PER,2000-06-17
2176,Andreas Messis,GRE,
2176,Cian Maguire,IRL,1999-08-19
2176,Daiki Yoshimura,JPN,2002-03-07
2176,Jack Karlsson Wistrand,SWE,2002-06-06
2176,Jim Hendrikx,NED,2001-06-26
2176,Joe Tyler,GBR,1998-11-01
2176,Karol Malirz,POL,2002-10-27
2176,Lazar Vojinovic,SRB,1999-03-15
2176,Liam Hignett,GBR,1999-12-06
2176,Lucky Candra Kurniawan,INA,2003-12-20
2176,Nicaise Muamba,CAN,2000-08-28
2176,Nicolas Hurtado Novoa,COL,
2176,Niels Lootsma,NED,1994-08-15
2176,Nikos Lehmann,ARG,2005-06-16
2176,Pablo Aunion,ESP,2007-06-27
2176,Pablo Masjuan Ginel,ESP,2002-07-29
2176,Rahul Dhokia,GBR,2000-07-09
2176,Romain Andres,FRA,2007-03-13
2176,Thomas Enrique Menzel Piccioli,CHI,2007-07-20
2176,Vladimir Holban,GRE,
2176,Zhan Zheng,CHN,2003-03-10
2176,Zhou Mingzhou,CHN,2000-05-10
2199,Adrien Burdet,SUI,2002-03-11
2199,Alvaro Bueno Gil,ESP,2000-05-25
2199,Andrei Kunitsyn,RUS,2005-01-11
2199,Cagan Efe Tufecki,TUR,2003-10-01
2199,Daniil Bogatov,RUS,
2199,Gregor Hausberger,AUT,2003-05-27
2199,Krittin Koaykul,THA,1995-03-31
2199,Kyle Overmyer,USA,2004-02-19
2199,Manuel Mouilleron Salvo,ARG,2003-03-31
2199,Minghui Zhang,CHN,2005-02-08
2199,Xirui Han,CHN,2006-03-30
2199,Yassin Ahmed Wageh,EGY,2008-03-08
2199,Zachary Adam Gedge,AUS,
2212,Breno Rossetto Urvaneja,BRA,2004-12-22
2212,Carlos Giraldi,ESP,2005-04-19
2212,Essa Qabazard,KUW,2001-10-24
2212,Filip Krolo,GER,2001-05-11
2212,Isaac Nortey,GHA,1999-07-08
2212,Ivan Iutkin,RUS,2007-03-22
2212,Liam Delicata,MLT,2001-04-22
2212,Lorenzo Ferri,ITA,2004-01-28
2212,Yong Joon Park,KOR,2002-02-25
2221,Mateo Carballo,ARG,
2221,Tsz Fu Wong,HKG,2005-09-24
2223,Adrian Arcon,AUS,2001-08-20
2223,Issei Okamura,JPN,1992-05-26
2223,Matic Dimic,SLO,2001-10-12
2226,Kaya Arinc,TUR,1999-09-30
2227,Atharva Sharma,IND,2000-08-22
2228,Adam Farag Cao,CAN,2007-10-13
2229,Marc Saura Moragrega,ESP,2004-07-06
